TradeID,Symbol,Name,Strategy,TimeHorizon,EntryTime,ExitTime,HoldingMinutes,EntryPrice,ExitPrice,Shares,GrossPnL,Fees,Tax,Slippage,NetPnL,ReturnPct,RMultiple,ExitReason,IsScaleOut
EXIT_POS_462310_1767834600_50,462310,뉴키즈온,INT_VWAP_PULLBACK,INTRADAY,2026-01-08 10:10:00.300000,2026-01-08 10:30:00,20.0,54500.0,53800.0,702,-491400.0,11403.99,67981.68,0.0,-570785.67,-1.28%,-1.0,"스톱로스 도달 (53,800원)",False
SO_POS_462310_1767836100_51_1767836400,462310,뉴키즈온,INT_ORB_SCALE_OUT,INTRADAY,2026-01-08 10:35:00.300000,2026-01-08 10:40:00,5.0,53700.0,54200.0,237,118500.0,3835.84,23121.72,0.0,91542.43,0.93%,0.62,+1R 도달 (30% 익절),True
SO_POS_459510_1767836700_52_1767837000,459510,나우로보틱스,INT_ORB_SCALE_OUT,INTRADAY,2026-01-08 10:45:00.300000,2026-01-08 10:50:00,5.0,42200.0,42150.0,333,-16650.0,4213.28,25264.71,0.0,-46127.99,-0.12%,-0.05,+1R 도달 (30% 익절),True
EXIT_POS_459510_1767836700_52,459510,나우로보틱스,INT_ORB,INTRADAY,2026-01-08 10:45:00.300000,2026-01-08 10:55:00,10.0,42200.0,42200.0,777,0.0,9836.82,59020.92,0.0,-68857.74,0.00%,0.0,"스톱로스 도달 (42,200원)",False
SO_POS_462310_1767836100_51_1767839100,462310,뉴키즈온,INT_ORB_SCALE_OUT,INTRADAY,2026-01-08 10:35:00.300000,2026-01-08 11:25:00,50.0,53700.0,54800.0,166,182600.0,2701.65,16374.24,0.0,163524.11,2.05%,1.38,+2R 도달 (30% 익절),True
SO_POS_462310_1767837000_53_1767839100,462310,뉴키즈온,INT_VWAP_PULLBACK_SCALE_OUT,INTRADAY,2026-01-08 10:50:00.300000,2026-01-08 11:25:00,35.0,53900.0,54900.0,207,207000.0,3378.24,20455.74,0.0,183166.02,1.86%,2.5,+1R 도달 (30% 익절),True
SO_POS_462310_1767837000_54_1767839100,462310,뉴키즈온,INT_ORB_SCALE_OUT,INTRADAY,2026-01-08 10:50:00.300000,2026-01-08 11:25:00,35.0,54000.0,54900.0,207,186300.0,3381.34,20455.74,0.0,162462.92,1.67%,1.8,+1R 도달 (30% 익절),True
EXIT_POS_462310_1767836100_51,462310,뉴키즈온,INT_ORB,INTRADAY,2026-01-08 10:35:00.300000,2026-01-08 12:30:00,115.0,53700.0,53700.0,388,0.0,6250.68,37504.08,0.0,-43754.76,0.00%,0.0,"스톱로스 도달 (53,700원)",False
EXIT_POS_462310_1767837000_53,462310,뉴키즈온,INT_VWAP_PULLBACK,INTRADAY,2026-01-08 10:50:00.300000,2026-01-08 12:30:00,100.0,53900.0,53900.0,486,0.0,7858.62,47151.72,0.0,-55010.34,0.00%,0.0,"스톱로스 도달 (53,900원)",False
EXIT_POS_462310_1767837000_54,462310,뉴키즈온,INT_ORB,INTRADAY,2026-01-08 10:50:00.300000,2026-01-08 12:30:00,100.0,54000.0,54000.0,486,0.0,7873.2,47239.2,0.0,-55112.4,0.00%,0.0,"스톱로스 도달 (54,000원)",False
EXIT_POS_459510_1767851700_55,459510,나우로보틱스,INT_ORB,INTRADAY,2026-01-08 14:55:00.300000,2026-01-08 15:15:00,20.0,42450.0,42200.0,925,-231250.0,11745.19,70263.0,304325.0,-313258.19,-0.59%,-0.31,장마감 단타 손실정리 (15:10),False
SO_POS_459510_1767917700_56_1767918000,459510,나우로보틱스,INT_VWAP_PULLBACK_SCALE_OUT,INTRADAY,2026-01-09 09:15:00.300000,2026-01-09 09:20:00,5.0,42100.0,42650.0,302,166100.0,3839.17,23184.54,0.0,139076.29,1.31%,1.22,+1R 도달 (30% 익절),True
SO_POS_459510_1767917700_57_1767918000,459510,나우로보틱스,INT_ORB_SCALE_OUT,INTRADAY,2026-01-09 09:15:00.300000,2026-01-09 09:20:00,5.0,42200.0,42650.0,302,135900.0,3843.7,23184.54,0.0,108871.76,1.07%,0.82,+1R 도달 (30% 익절),True
SO_POS_459510_1767917700_56_1767921600,459510,나우로보틱스,INT_VWAP_PULLBACK_SCALE_OUT,INTRADAY,2026-01-09 09:15:00.300000,2026-01-09 10:20:00,65.0,42100.0,43150.0,211,221550.0,2698.16,16388.37,0.0,202463.47,2.49%,2.33,+2R 도달 (30% 익절),True
SO_POS_459510_1767917700_57_1767921600,459510,나우로보틱스,INT_ORB_SCALE_OUT,INTRADAY,2026-01-09 09:15:00.300000,2026-01-09 10:20:00,65.0,42200.0,43150.0,211,200450.0,2701.33,16388.37,0.0,181360.3,2.25%,1.73,+2R 도달 (30% 익절),True
EXIT_POS_459510_1767917700_56,459510,나우로보틱스,INT_VWAP_PULLBACK,INTRADAY,2026-01-09 09:15:00.300000,2026-01-09 15:20:00,365.0,42100.0,45750.0,494,1803100.0,6509.68,40680.9,6422.0,1755909.42,8.67%,8.11,장마감 단타 강제청산 (15:20),False
EXIT_POS_459510_1767917700_57,459510,나우로보틱스,INT_ORB,INTRADAY,2026-01-09 09:15:00.300000,2026-01-09 15:20:00,365.0,42200.0,45750.0,494,1753700.0,6517.09,40680.9,6422.0,1706502.01,8.41%,6.45,장마감 단타 강제청산 (15:20),False
